Bastar,Bakavand,Irikpal,Dhobiguda,494442
Bastar,Bakavand,Jaibel,Jaibel,494224
Bastar,Bakavand,Jaitgiri,Jaitgiri,494222
Bastar,Bakavand,Jharumargaon,Jharumargaon,494221
Bastar,Bakavand,Junawani,Karitgaon,494221
Bastar,Bakavand,Kachnar,Kachnar,494221
Bastar,Bakavand,Kanapal,Gumdel,494221
Bastar,Bakavand,Karanji,Borigaon,494222
Bastar,Bakavand,Kareetgaon,Karitgaon,494221
Bastar,Bakavand,Karpawand,Karpawand,494222
Bastar,Bakavand,Kaundawand,Koudawand,494222
Bastar,Bakavand,Khotalapal,Khotla Pal,494222
Bastar,Bakavand,Kinjoli,Kinjoli,494222
Bastar,Bakavand,Koalchur Alis Bamhani,Dhobiguda,N/A
Bastar,Bakavand,Kodomali,Pathri,494222
Bastar,Bakavand,Kohkapal,Kohkapal,494221
Bastar,Bakavand,Kolawali,Kolawal,494222
Bastar,Bakavand,Komar,Vankomar,495334
Bastar,Bakavand,Korpal,Gumdel,494001
Bastar,Bakavand,Korta,Korta,494222
Bastar,Bakavand,Kosmi,Kosmi,494333
Bastar,Bakavand,Kumhrawand,Kumhrawand,494001
Bastar,Bakavand,Kuruspal,Gumdel,494221
Bastar,Bakavand,Lawagaon,Lavagaon,494224
Bastar,Bakavand,Mailbeda,Mail Beda,494222
Bastar,Bakavand,Malamunda,Bakavand,43.9 hectares
Bastar,Bakavand,Malgaon,Malgaon,494221
Bastar,Bakavand,Mangnar,Mangnar,494441
Bastar,Bakavand,Maretha,Maretha,494224
Bastar,Bakavand,Masgaon,Sargipal,494226
Bastar,Bakavand,Matnar,Matnar,494222
Bastar,Bakavand,Metawada,Jharumargaon,494221
Bastar,Bakavand,Mohlai,Mohlai R,494222
Bastar,Bakavand,Mokhagaon,Kolawal,491888
Bastar,Bakavand,Mongrapal,Mongarapal,494223
Bastar,Bakavand,Muli,Moolee,494222
Bastar,Bakavand,Nalpawand,Nalpawand,494221
Bastar,Bakavand,Narawand,Soutpur,496445
Bastar,Bakavand,Neganar,Pandanar,494221
Bastar,Bakavand,Pahurbel,Pahurbel,493558
Bastar,Bakavand,Paikpal,Ulnar,494001
Bastar,Bakavand,Pandanar,Pandanar,494222
Bastar,Bakavand,Pathri,Pathri,494670
Bastar,Bakavand,Pharasgaon,Pharsigaon,494552
Bastar,Bakavand,Pithapur,Nalpawand,494221
Bastar,Bakavand,Potiawand,Potiyawand,494335
Bastar,Bakavand,Rajnagar,Rajnagar,491888
Bastar,Bakavand,Rampal,Mohlai R,494222
Bastar,Bakavand,Sandeoda,Saan Devda,494222
Bastar,Bakavand,Sandkarmari,Sandh Karmari,494335
Bastar,Bakavand,Sargipal,Sargipal,496116
Bastar,Bakavand,Satlawand,Satlawand,494222
Bastar,Bakavand,Satosa,Satosha,495661
Bastar,Bakavand,Saunra,Sanwra,494222
Bastar,Bakavand,Sautpur,Soutpur,495330
Bastar,Bakavand,Simoda,Pharsigaon,493558
Bastar,Bakavand,Sodkarmari,Sandh Karmari,495442
Bastar,Bakavand,Sonpur,Sonpur,494222
Bastar,Bakavand,Sukrapal,Kohkapal,N/A
Bastar,Bakavand,Suwachondi,Suwa Chond,494222
Bastar,Bakavand,Talnar,Talnar,495449
Bastar,Bakavand,Tarapur,Tarapur,494115
Bastar,Bakavand,Tareka,Chargaon,494222
Bastar,Bakavand,Tempalkomar,Badejeerakhal,495334
Bastar,Bakavand,Tongkongera,Tongkongera,494222
Bastar,Bakavand,Toohatideoda,Saan Devda,494222
Bastar,Bakavand,Tungapal,Korta,494222
Bastar,Bakavand,Udiyapal,Udiyapal,494222
Bastar,Bakavand,Ulnar,Ulnar,493558
Bastar,Bastanar,Adwal,Chhote Kilepal,494442
Bastar,Bastanar,Bade Bodenar,Badebodenar,N/A
Bastar,Bastanar,Badekakloor,Badekakloor2,N/A
Bastar,Bastanar,Badekilepal,Badekilepal 3,494442
Bastar,Bastanar,Bagmundipaneda,Bagmundi Paneda,494442
Bastar,Bastanar,Bahanpur,Vahanpur,494442
Bastar,Bastanar,Bastanar,Bastanar 2,494442
Bastar,Bastanar,Batkonta,Silakjodi,494442
Bastar,Bastanar,Bhosariras,Chhote Kilepal,494442
Bastar,Bastanar,Birgoli,Birgali,494442
Bastar,Bastanar,Borja,Bastanar,616.75 hectares
Bastar,Bastanar,Burgum,Burgum,494442
Bastar,Bastanar,Chhotebodenar,Goriyapal,494442
Bastar,Bastanar,Chhotekaklur,Tirthum,494442
Bastar,Bastanar,Chhotekilepal,Chhote Kilepal,494442
Bastar,Bastanar,Dhokam,Birgali,494442
Bastar,Bastanar,Goriyapal,Goriyapal,494442
Bastar,Bastanar,Irpa,Irapa,494442
Bastar,Bastanar,Jamgaon,Bastanar,733.92 hectares
Bastar,Bastanar,Kapanar,Kapanar,494442
Bastar,Bastanar,Kawanar,Chhote Kilepal,494442
Bastar,Bastanar,Kodenar,Kodenar 3,494442
Bastar,Bastanar,Kodoli,Kandoli,494442
Bastar,Bastanar,Korgali,Bagmundi Paneda,494442
Bastar,Bastanar,Kumharsadra,Kumhar Sadra,494442
Bastar,Bastanar,Lalaguda,Lalaguda,494442
Bastar,Bastanar,Manjhi Bhata,Silakjodi,494442
Bastar,Bastanar,Mutanpal,Mutanpal,494442
Bastar,Bastanar,Naktoka,Mutanpal,494442
Bastar,Bastanar,Palanar,Palanaar,494442
Bastar,Bastanar,Parlameta,Irapa,494442
Bastar,Bastanar,Pirmeta,Turangur,494442
Bastar,Bastanar,Pusem,Birgali,494442
Bastar,Bastanar,Sadrabodenar,Sadra Bodenar,494442
Bastar,Bastanar,Sanwgel,Sangvel,494442
Bastar,Bastanar,Sargiguda,Lalaguda,494442
Bastar,Bastanar,Silakjhodi,Silakjodi,494442
Bastar,Bastanar,Tangiyaghori,Silakjodi,494442
Bastar,Bastanar,Teetri,Sangvel,494442
Bastar,Bastanar,Tirthum,Tirthum,494442
Bastar,Bastanar,Toynar,Kapanar,494442
Bastar,Bastanar,Turangur,Turangur,494442
Bastar,Bastar,Adawal,Aadawal,494001
Bastar,Bastar,Alawahi,Gunpur,494010
Bastar,Bastar,Badealnar,Bade Alnar,493558
Bastar,Bastar,Badeamawal,Bade Aamabal,494224
Bastar,Bastar,Badechakwa,Badechakwa,494223
Bastar,Bastar,Baghmohalai,Bagmohlai,494223
Bastar,Bastar,Bakel,Bakel,494224
Bastar,Bastar,Balenga,Balenga,494223
Bastar,Bastar,Bangapal,Parchanpal,494115
Bastar,Bastar,Baniyagaon,Baniyagaon,494001
Bastar,Bastar,Besoli,Bodanpal,494224
Bastar,Bastar,Besrapal,Semalnar,491229
Bastar,Bastar,Bhainsgaon,Bhainsgaon,494223
Bastar,Bastar,Bhanpuri,Bhanpuri,494224
Bastar,Bastar,Bharni,Aadawal,494223
Bastar,Bastar,Bhatpal,Bhatpal,494441
Bastar,Bastar,Bhond,Bhond,494223
Bastar,Bastar,Bhursundee,Bhatpal,494223
Bastar,Bastar,Bodanpal,Bodanpal,494223
Bastar,Bastar,Bodara,Bodra,494223
Bastar,Bastar,Chamiya,Chamiya,494001
Bastar,Bastar,Chapka,Chapka,494224
Bastar,Bastar,Cherakur,Cherakur,494442
Bastar,Bastar,Chhotealnar,Bade Alnar,494221
Bastar,Bastar,Chhoteamawal,Chote Aamabal,494001
Bastar,Bastar,Chhurawand,Chhurawand,491995
Bastar,Bastar,Chidaipadar,Ghatlohanga,494223
Bastar,Bastar,Chitalwar,Rotma,491993
Bastar,Bastar,Chokar,Chokar,494223
Bastar,Bastar,Deoda,Dewda,494222
Bastar,Bastar,Dubey Umergaon,Dubeyumargaon,494223
Bastar,Bastar,Ghat Lohanga,Ghatlohanga,494221
Bastar,Bastar,Ghatkawali,Ghatkwali,494223
Bastar,Bastar,Ghotiya,Ghotiya,494226
Bastar,Bastar,Godiyapal,Godiyapal,494670
Bastar,Bastar,Gufani,Dubeyumargaon,491995
Bastar,Bastar,Gumga,Cherakur,494223
Bastar,Bastar,Gunpur,Gunpur,494224
Bastar,Bastar,Guriya,Guriya,494224
Bastar,Bastar,Ichhapur,Ikshapur,491995
Bastar,Bastar,Jamgaon,Jamgaon,494226
Bastar,Bastar,Jatanpal,Guriya,494224
Bastar,Bastar,Jhartarai,Jhartarai,494223
Bastar,Bastar,Karandola,Karandola,494442
Bastar,Bastar,Karmari,Karmari,494223
Bastar,Bastar,Kaviasna,Kudkanar,494223
Bastar,Bastar,Kawadgaon,Kawadgaon,494670
Bastar,Bastar,Kesharpal,Kesharpal,494224
Bastar,Bastar,Khadka,Khadka,491229
Bastar,Bastar,Khandsara,Khandsara,494776
Bastar,Bastar,Khor Khosa,Khorkhosa,494223
Bastar,Bastar,Khotlapal,Rotma,491993
Bastar,Bastar,Kinjoleepal,Kudkanar,494223
Bastar,Bastar,Kohkaseoni,Mundagaon,494224
Bastar,Bastar,Kolchur,Kolchur,494223
Bastar,Bastar,Kotgarh,Pakhnakongera,494223
Bastar,Bastar,Kudalgaon,Kudalgaon,494221
Bastar,Bastar,Kudkanar,Kudkanar,494223
Bastar,Bastar,Kumhali,Kumhali,494224
Bastar,Bastar,Kungarpal,Kungarpal,494224
Bastar,Bastar,Kurushpal,Kurushpal,494010
Bastar,Bastar,Lamker,Lamker,494223
Bastar,Bastar,Mandlapal,Mandlapal,494224
Bastar,Bastar,Marlenga,Karmari,494223
Bastar,Bastar,Mathota,Madhota,494223
Bastar,Bastar,Mavligura,Mavliguda,494223
Bastar,Bastar,Mawaleeguda,Mundagaon,N/A
Bastar,Bastar,Mohapalbarai,Mahupalbarai,494223
Bastar,Bastar,Mohpalbari,Chokar,494223
Bastar,Bastar,Mundagaon,Mundagaon,494224
Bastar,Bastar,Mundapal,Ghatkwali,494223
Bastar,Bastar,Munjla,Taragaon,494224
Bastar,Bastar,Murkuchi,Murkuchi,494224
Bastar,Bastar,Nadisagar,Nadisagar,494223
Bastar,Bastar,Naharni,Kesharpal,494224
Bastar,Bastar,Nandpura,Nandpura,494224
Bastar,Bastar,Narayanpal,Narayanpal,494223
Bastar,Bastar,Pakhnakongera,Pakhnakongera,494776
Bastar,Bastar,Pallibhata,Turpura,494224
Bastar,Bastar,Pallichakwa,Bodanpal 1,494670
Bastar,Bastar,Parchanpal,Parchanpal,494223
Bastar,Bastar,Pashmitemra,Tirtha,494010
Bastar,Bastar,Pathari,Pathri,494222
Bastar,Bastar,Phaphani,Phaphni,494224
Bastar,Bastar,Piplawand,Piplawand,494223
Bastar,Bastar,Pralee,Nadisagar,494001
Bastar,Bastar,Purvitemra,Kurushpal,494010
Bastar,Bastar,Rajpur,Rajpur,494444
Bastar,Bastar,Ratenga,Ratenga,493558
Bastar,Bastar,Retawand,Retawand,491995
Bastar,Bastar,Rotama,Rotma,491993
Bastar,Bastar,Salemeta,Salemeta 2,494223
Bastar,Bastar,Saurapal,Bhainsgaon,494223
Bastar,Bastar,Semalnar,Semalnar,491229
Bastar,Bastar,Seoni,Seoni,493558
Bastar,Bastar,Sitlawand,Piplawand,494223
Bastar,Bastar,Sonarpal,Sonarpal,495674
Bastar,Bastar,Sorgaon,Sorgaon,491557
Bastar,Bastar,Sudhapal,Sudhapal,494670
Bastar,Bastar,Takragura,Bhatpal,494010
Bastar,Bastar,Talur,Talur,496111
Bastar,Bastar,Taragaon,Taragaon,494446
Bastar,Bastar,Tikanpal,Usri,494552
Bastar,Bastar,Tikralohanga,Tikralohanga,494223
Bastar,Bastar,Tiratha,Tirtha,494010
Bastar,Bastar,Turpura,Turpura,494224
Bastar,Bastar,Usari,Usri,495330
Bastar,Bastar,Vishrampuri,Vishrampuri,494224
Bastar,Darbha,Alangnar,Kankapal,494115
Bastar,Darbha,Alwa,Alwa,494442
Bastar,Darbha,Badegurwe,Kukanar,494115
Bastar,Darbha,Badekadma,Badekadma,494442
Bastar,Darbha,Bengpal,Tahakwada,491988
Bastar,Darbha,Bispur,Bispur,494446
Bastar,Darbha,Chandragiri,Chandragiri,494115
Bastar,Darbha,Chandrapal,Kotamsar,N/A
Bastar,Darbha,Chhindbahar,Chhindbahar,496440
Bastar,Darbha,Chhindgur,Chindgur,494115
Bastar,Darbha,Chhindwada,Chindawada,494444
Bastar,Darbha,Chhotegudra,Dodrepal,494442
Bastar,Darbha,Chhotegurbe,Kukanar,494552
Bastar,Darbha,Chhotekadma,Badekadma,494442
Bastar,Darbha,Chidpal,Chidpal,494442
Bastar,Darbha,Chingpal,Chingpal,494442
Bastar,Darbha,Chitapur,Chitapur,494442
Bastar,Darbha,Darbha,Darbha,494450
Bastar,Darbha,Dhodhrepal,Dodrepal,494115
Bastar,Darbha,Dilmili,Dilmili,494442
Bastar,Darbha,Gadamguda,Chingpal,494115
Bastar,Darbha,Gadamras,Edjepal,494115
Bastar,Darbha,Gidawarli,Nelegondibodenar,494442
Bastar,Darbha,Gumadpal,Gumadpal,492015
Bastar,Darbha,Idjepal,Edjepal,494661
Bastar,Darbha,Jagadpal,Kokawada,494115
Bastar,Darbha,Junapani,Tahakwada,494115
Bastar,Darbha,Kakalgur,Kakalgur,494665
Bastar,Darbha,Kaknar,Kaknar,494010
Bastar,Darbha,Kamanar,Kamanar,494442
Bastar,Darbha,Kandanar,Koleng,494115
Bastar,Darbha,Kankapal,Kankapal,494115
Bastar,Darbha,Karka,Karka,494115
Bastar,Darbha,Katakanda,Dilmili,494442
Bastar,Darbha,Katenar,Katenar,495113
Bastar,Darbha,Kelaur,Kelauar,494446
Bastar,Darbha,Keshapur,Keshapur,493889
Bastar,Darbha,Klepal,Pakhnar,494226
Bastar,Darbha,Kodrichapar,Bispur,495113
Bastar,Darbha,Kodripal,Kodripal,494111
Bastar,Darbha,Kokawada,Kokawada,494115
Bastar,Darbha,Koleng,Koleng,494115
Bastar,Darbha,Kondloor,Chindawada,494115
Bastar,Darbha,Kotamsar,Kotamsar,492015
Bastar,Darbha,Koynar,Koynar,493551
Bastar,Darbha,Kudumkhodra,Bispur,494446
Bastar,Darbha,Kukanar,Kukanar,494115
Bastar,Darbha,Lendra,Lendra,494447
Bastar,Darbha,Mader Konta,Chidpal,495674
Bastar,Darbha,Mahkapal,Kaknar,493551
Bastar,Darbha,Mamdpal,Mamadpal,494115
Bastar,Darbha,Mangnar,Neganar,494449
Bastar,Darbha,Manjhipal,Kotamsar,494442
Bastar,Darbha,Mavlipadar,Mavlipadar,494442
Bastar,Darbha,Mundagarh,Chindgur,494115
Bastar,Darbha,Mundenar,Bispur,494442
Bastar,Darbha,Munga,Mamadpal,494444
Bastar,Darbha,Musaguda,Katenar,495445
Bastar,Darbha,Neganar,Neganar,494442
Bastar,Darbha,Nilegondibodenar,Nelegondibodenar,494442
Bastar,Darbha,Pakhnar,Pakhnar,494226
Bastar,Darbha,Pedawada,Kotamsar,494115
Bastar,Darbha,Sautnar,Saoutnar,495335
Bastar,Darbha,Sedwa,Lendra,494442
Bastar,Darbha,Tahakwada,Tahakwada,491988
Bastar,Darbha,Temrubhata,Katenar,495449
Bastar,Darbha,Tirathgarh,Tirathgarh,492015
Bastar,Darbha,Topar,Mavlipadar,494010
Bastar,Darbha,Toynar,Pakhnar,491559
Bastar,Farasgaon,Adwal,Jhakari,494442
Bastar,Farasgaon,Almer,Bhongapal,494226
Bastar,Farasgaon,Alor,Aalor,494228
Bastar,Farasgaon,Amgaon,Aamgaon,497448
Bastar,Farasgaon,Badagaon,Badagaon,494230
Bastar,Farasgaon,Bade Odagaon,Badeodagaon,494230
Bastar,Farasgaon,Badedongar,Badedongar,494228
Bastar,Farasgaon,Badgai,Badgai,494230
Bastar,Farasgaon,Bail,Bhandarbandi,494450
Bastar,Farasgaon,Banchapai,Banchapai,494228
Bastar,Farasgaon,Bang Gaon,Bangaon,494224
Bastar,Farasgaon,Bangoli,Bangoli,494450
Bastar,Farasgaon,Banjoda,Banjoda,494230
Bastar,Farasgaon,Barda,Badgai,494776
Bastar,Farasgaon,Bhandarseoni,Bhandarseoni,494229
Bastar,Farasgaon,Bhandarwandi,Bhandarbandi,494228
Bastar,Farasgaon,Bhanpuri,Bhanpuri,494224
Bastar,Farasgaon,Bhongapal,Bhongapal,494226
Bastar,Farasgaon,Bhumka,Bhumka,494336
Bastar,Farasgaon,Bokarabeda,Bokarbeda,494230
Bastar,Farasgaon,Borgaon,Borgaon,494331
Bastar,Farasgaon,Botha,Godma,494448
Bastar,Farasgaon,Chandabeda,Chandabeda,494228
Bastar,Farasgaon,Chandabelgaon,Mohlai,494228
Bastar,Farasgaon,Chandagaon,Chandagaon,494226
Bastar,Farasgaon,Chaniyagaon,Chaniyagaon,494230
Bastar,Farasgaon,Charkai,Charkai,494229
Bastar,Farasgaon,Chhindali,Chandabeda,494661
Bastar,Farasgaon,Chhindlibeda,Chindlibeda,494230
Bastar,Farasgaon,Chhote Odagaon,Badeodagaon,493996
Bastar,Farasgaon,Chichadi,Chichadi,494228
Bastar,Farasgaon,Chingnar,Chingnar,494122
Bastar,Farasgaon,Churegaon,Singarpuri,494228
Bastar,Farasgaon,Chyanar,Modenga,494226
Bastar,Farasgaon,Dawade,Phunder,494230
Bastar,Farasgaon,Deogaon,Deogaon,494661
Bastar,Farasgaon,Diganar,Mohapal,494229
Bastar,Farasgaon,Farasgaonkasai,Gohda,493889
Bastar,Farasgaon,Funder,Phunder,494230
Bastar,Farasgaon,Fupgaon,Phuphgaon,494229
Bastar,Farasgaon,Futanchandgaon,Mainpur,494226
Bastar,Farasgaon,Gattipalna,Gattipalna,493889
Bastar,Farasgaon,Gawadi,Chindlibeda,494441
Bastar,Farasgaon,Godema,Godma,494228
Bastar,Farasgaon,Gohada,Gohda,494226
Bastar,Farasgaon,Gumdi,Sirpur,494229
Bastar,Farasgaon,Hatchapai,Hatchapai,494230
Bastar,Farasgaon,Hirri,Hirri,494229
Bastar,Farasgaon,Jaitpuri,Jaitpuri,494229
Bastar,Farasgaon,Jamgaon,Deogaon,494333
Bastar,Farasgaon,Jhankari,Jhakari,494226
Bastar,Farasgaon,Juganikalar,Juganikalar,494229
Bastar,Farasgaon,Jungdai,Gattipalna,494226
Bastar,Farasgaon,Kabonga,Kaboga,494222
Bastar,Farasgaon,Kakodajaganar,Kokadajuganar,494226
Bastar,Farasgaon,Kanhargaon,Mode,494665
Bastar,Farasgaon,Karagaon,Sodma,494229
Bastar,Farasgaon,Kehlakot,Modenga,494228
Bastar,Farasgaon,Khandsara,Pawda,494228
Bastar,Farasgaon,Kolanga,Aamgaon,494226
Bastar,Farasgaon,Kondabeda,Aalor,494228
Bastar,Farasgaon,Kondapakhana,Bokarbeda,494230
Bastar,Farasgaon,Kongud,Kongud,494230
Bastar,Farasgaon,Korai,Godma,494228
Bastar,Farasgaon,Korrabadgaon,Patoda,493889
Bastar,Farasgaon,Kosagaon,Kaboga,494229
Bastar,Farasgaon,Kotpad,Kotpad,494228
Bastar,Farasgaon,Kulanar,Aamgaon,497557
Bastar,Farasgaon,Kulhadgaon,Kulhadgaon,494228
Bastar,Farasgaon,Kumharbadgaon,Kumhar Badgaon,494229
Bastar,Farasgaon,Lanjoda,Lanjoda,494229
Bastar,Farasgaon,Madagaon,Kotpad,494228
Bastar,Farasgaon,Madkada,Kotpad,497557
Bastar,Farasgaon,Mainpur,Mainpur,494347
Bastar,Farasgaon,Manjhiathagaon,Manjhiaatgaon,494228
Bastar,Farasgaon,Misari,Jhakari,494226
Bastar,Farasgaon,Mode,Mode,497557
Bastar,Farasgaon,Mode Bedma,Mode,494111
Bastar,Farasgaon,Modenga,Modenga,494228
Bastar,Farasgaon,Mohlai,Mohlai,494224
