Bokaro|Bermo|Armo|Bermo|689 hectares
Bokaro|Nawadih|Baridih|Bhendra|N/A
Bokaro|Nawadih|Barki Kuri|Palamu|825102
Bokaro|Nawadih|Belargaraha|Pokriya|829107
Bokaro|Nawadih|Bhalmara|Bhalmara|829144
Bokaro|Nawadih|Bhandar Kudar|Palamu|825102
Bokaro|Nawadih|Bhawani|Potso|825102
Bokaro|Nawadih|Birni|Bhalmara|829144
Bokaro|Nawadih|Bodro|Baradih|N/A
Bokaro|Nawadih|Burgara|Kacho|829107
Bokaro|Nawadih|Chapri|Chapri|829144
Bokaro|Nawadih|Chepro|Chirudih|829144
Bokaro|Nawadih|Chhotki Kuri|Palamu|825102
Bokaro|Nawadih|Chirudih|Chirudih|829144
Bokaro|Nawadih|Dahiari|Dahiyari|N/A
Bokaro|Nawadih|Dalkiro|Kacho|829107
Bokaro|Nawadih|Degagarha|Pokriya|N/A
Bokaro|Nawadih|Dhamni|Dahiyari|829144
Bokaro|Nawadih|Dhawatanr|Parsabni|N/A
Bokaro|Nawadih|Galudih|Chapri|829144
Bokaro|Nawadih|Ghosko|Barai|825102
Bokaro|Nawadih|Goladih|Pokriya|829107
Bokaro|Nawadih|Goniatu|Goniyato|829107
Bokaro|Nawadih|Gormara|Potso|N/A
Bokaro|Nawadih|Gunjardih|Gunjardih|829144
Bokaro|Nawadih|Harladih|Barai|825301
Bokaro|Nawadih|Junodih|Ahardih|829144
Bokaro|Nawadih|Juramana|Barai|825301
Bokaro|Nawadih|Kachho|Kacho|829107
Bokaro|Nawadih|Kanchanpur|Parsabni|N/A
Bokaro|Nawadih|Kanjkiro|Kanjkiro|829107
Bokaro|Nawadih|Katghara|Bhalmara|829144
Bokaro|Nawadih|Kausi|Goniyato|829107
Bokaro|Nawadih|Kesgara|Pokriya|829107
Bokaro|Nawadih|Khaiyo Khar|Potso|829144
Bokaro|Nawadih|Kharpito|Kharpito|N/A
Bokaro|Nawadih|Khunta|Potso|829144
Bokaro|Nawadih|Kimbu Jharia|Parsabni|N/A
Bokaro|Nawadih|Koklodih|Ahardih|829144
Bokaro|Nawadih|Kothi|Munga Rangamati|N/A
Bokaro|Nawadih|Kujubera|Pokriya|829107
Bokaro|Nawadih|Kurpania|Kharpito|825102
Bokaro|Nawadih|Lahia|Narayanpur|N/A
Bokaro|Nawadih|Lembudih|Chirudih|829144
Bokaro|Nawadih|Mahuatanr|Munga Rangamati|N/A
Bokaro|Nawadih|Mochro|Pokriya|829107
Bokaro|Nawadih|Mongo Rangamati|Munga Rangamati|N/A
Bokaro|Nawadih|Mungo|Chapri|N/A
Bokaro|Nawadih|Narainpur|Narayanpur|825102
Bokaro|Nawadih|Nawadih|Nawadih|N/A
Bokaro|Nawadih|Palamu|Barai|825102
Bokaro|Nawadih|Parasbani|Parsabni|829144
Bokaro|Nawadih|Penk|Penk|829107
Bokaro|Nawadih|Pilpilo|Kanjkiro|829107
Bokaro|Nawadih|Pipradih|Kanjkiro|829107
Bokaro|Nawadih|Pokhria|Pokriya|829107
Bokaro|Nawadih|Potso|Potso|825102
Bokaro|Nawadih|Saharia|Sahariya|N/A
Bokaro|Nawadih|Sarubera|Bhalmara|829144
Bokaro|Nawadih|Sundro|Birni|N/A
Bokaro|Nawadih|Surhi|Surhe|825102
Bokaro|Nawadih|Taratanr|Nawadih|829144
Bokaro|Nawadih|Tengnachunwa|Pokriya|N/A
Bokaro|Peterwar|Achaiya|Ordhana|829121
Bokaro|Peterwar|Ambadih|Uttasara|829121
Bokaro|Peterwar|Angwali|Angwali South|829114
Bokaro|Peterwar|Arari|Chargi|829121
Bokaro|Peterwar|Arjua|Arjuba|829121
Bokaro|Peterwar|Baghjobra|Patki|829121
Bokaro|Peterwar|Banga|Uttasara|N/A
Bokaro|Peterwar|Basaria|Chando|N/A
Bokaro|Peterwar|Bhulan Khetko|Chando|829301
Bokaro|Peterwar|Bundu|Bundu|829121
Bokaro|Peterwar|Chalkari|Chalkari South|829114
Bokaro|Peterwar|Champi|Chapi|829123
Bokaro|Peterwar|Chandarpura|Sadmakala|829121
Bokaro|Peterwar|Chando|Chando|829114
Bokaro|Peterwar|Chargi|Chargi|829121
Bokaro|Peterwar|Chatugara|Mayapur|829123
Bokaro|Peterwar|Chipudag|Ulgadda|829123
Bokaro|Peterwar|Darid|Darid|829121
Bokaro|Peterwar|Etke|Chargi|829121
Bokaro|Peterwar|Gaga|Arjuba|829121
Bokaro|Peterwar|Gagi|Bundu|829121
Bokaro|Peterwar|Garri|Chando|829301
Bokaro|Peterwar|Gharwatanr Baludih|Peterwar|706.3 hectares
Bokaro|Peterwar|Harmita|Ulgadda|829123
Bokaro|Peterwar|Jabra|Ordhana|829123
Bokaro|Peterwar|Jabunal|Chando|N/A
Bokaro|Peterwar|Jaruatanr|Darid|829121
Bokaro|Peterwar|Jhirki|Ulgadda|829123
Bokaro|Peterwar|Jhujhko|Chalkari South|825114
Bokaro|Peterwar|Kajrum|Darid|829121
Bokaro|Peterwar|Katamkuli|Koh|N/A
Bokaro|Peterwar|Katarbera|Chargi|829121
Bokaro|Peterwar|Keswari|Chapi|829123
Bokaro|Peterwar|Kherho|Pichari South|829114
Bokaro|Peterwar|Khetko|Khetko|829123
Bokaro|Peterwar|Khurdchando|Chando|829301
Bokaro|Peterwar|Koh|Koh|N/A
Bokaro|Peterwar|Korarma|Arjuba|829121
Bokaro|Peterwar|Lepo|Koh|829121
Bokaro|Peterwar|Lukuiya|Darid|829121
Bokaro|Peterwar|Mayapur|Mayapur|829123
Bokaro|Peterwar|Merudaru|Arjuba|829121
Bokaro|Peterwar|Mirzapur|Patki|829121
Bokaro|Peterwar|Munga Sarla Alias Bhurhangor|Koh|829121
Bokaro|Peterwar|Nawadih|Angwali South|N/A
Bokaro|Peterwar|Obra|Ordhana|829121
Bokaro|Peterwar|Ordana|Ordhana|829121
Bokaro|Peterwar|Patki|Patki|829121
Bokaro|Peterwar|Petarbar|Peterwar|829121
Bokaro|Peterwar|Phutkadih|Ulgadda|829123
Bokaro|Peterwar|Pichhri|Pichari North|829114
Bokaro|Peterwar|Ponrdag|Sadmakala|829121
Bokaro|Peterwar|Raghubahiar|Mayapur|829301
Bokaro|Peterwar|Rangamati|Patki|829121
Bokaro|Peterwar|Rohar|Mayapur|829301
Bokaro|Peterwar|Rukam|Chargi|829121
Bokaro|Peterwar|Sadma Kalan|Sadmakala|829121
Bokaro|Peterwar|Sadma Khurd|Sadmakala|829121
Bokaro|Peterwar|Samlata|Mayapur|829123
Bokaro|Peterwar|Sarla Khurdalias Jaradih|Koh|829121
Bokaro|Peterwar|Takaha|Uttasara|829121
Bokaro|Peterwar|Ulgara|Ulgadda|829123
Bokaro|Peterwar|Utasara|Uttasara|829121
Chatra|Chatra|Abukatu|Moktama|825401
Chatra|Chatra|Ahuri|Ara|825401
Chatra|Chatra|Amauna|Paradih|825401
Chatra|Chatra|Ambadih|Brahmana|825401
Chatra|Chatra|Amdiha|Gandharia|825404
Chatra|Chatra|Ara|Moktama|825404
Chatra|Chatra|Arudana|Godhai|825401
Chatra|Chatra|Asarhia|Dariatu|825401
Chatra|Chatra|Asni Kalan|Ara|825401
Chatra|Chatra|Asni Khurd|Ara|825401
Chatra|Chatra|Ataria|Ara|N/A
Chatra|Chatra|Bachdag|Darha|825401
Chatra|Chatra|Badhar|Godhai|825401
Chatra|Chatra|Bamhne|Paradih|825401
Chatra|Chatra|Banasam|Godhai|825401
Chatra|Chatra|Bansaram|Sikid|825401
Chatra|Chatra|Bara|Godhai|825401
Chatra|Chatra|Baraini|Baraini|825401
Chatra|Chatra|Barhgaon|Brahmana|825401
Chatra|Chatra|Bario|Darha|825401
Chatra|Chatra|Basaria|Godhai|825401
Chatra|Chatra|Bela|Sima|825401
Chatra|Chatra|Belhar|Sima|N/A
Chatra|Chatra|Bhade|Tikar|825401
Chatra|Chatra|Bhagmania|Godhai|825401
Chatra|Chatra|Bhaipur|Ara|825404
Chatra|Chatra|Bhang|Brahmana|825401
Chatra|Chatra|Bhojea|Lem|825401
Chatra|Chatra|Chainpur|Jamri Bakaspura|825401
Chatra|Chatra|Changer|Tikar|825401
Chatra|Chatra|Charua Kacha|Moktama|825401
Chatra|Chatra|Chatania|Sima|825401
Chatra|Chatra|Chatnia|Gandharia|825401
Chatra|Chatra|Chaudharia|Darha|825401
Chatra|Chatra|Chaur|Ara|825401
Chatra|Chatra|Cherikhap|Gandharia|N/A
Chatra|Chatra|Chetma|Sikid|825401
Chatra|Chatra|Dahuri|Damdoiya|825401
Chatra|Chatra|Damdoia|Damdoiya|825401
Chatra|Chatra|Darha|Darha|825401
Chatra|Chatra|Dariatu|Dariatu|825401
Chatra|Chatra|Deoria|Jangi|825404
Chatra|Chatra|Dewaria|Moktama|825401
Chatra|Chatra|Dharampur|Jangi|N/A
Chatra|Chatra|Dohuri|Moktama|825401
Chatra|Chatra|Donra|Sima|825401
Chatra|Chatra|Dudhauri|Sikid|825401
Chatra|Chatra|Ekauna|Moktama|825404
Chatra|Chatra|Gamhartari|Darha|825401
Chatra|Chatra|Gandharia|Gandharia|825404
Chatra|Chatra|Gangagit|Dariatu|825401
Chatra|Chatra|Garwadih|Sima|825401
Chatra|Chatra|Geri|Ara|825401
Chatra|Chatra|Ghurnadih|Brahmana|825401
Chatra|Chatra|Ghutruj|Tikar|N/A
Chatra|Chatra|Girwan|Godhai|825401
Chatra|Chatra|Gorhai|Godhai|825401
Chatra|Chatra|Gorra|Lem|825401
Chatra|Chatra|Gulhutu|Brahmana|825401
Chatra|Chatra|Hansbo|Sima|825401
Chatra|Chatra|Haphua|Sima|825401
Chatra|Chatra|Hasot|Moktama|825401
Chatra|Chatra|Holamgara Khurd|Ara|825401
Chatra|Chatra|Holmgara Kalan|Ara|825401
Chatra|Chatra|Jainpur|Jangi|825404
Chatra|Chatra|Jaipur|Paradih|825401
Chatra|Chatra|Jaled|Sikid|825401
Chatra|Chatra|Jalubigha|Sima|N/A
Chatra|Chatra|Jangi|Jangi|825404
Chatra|Chatra|Japut|Dariatu|825401
Chatra|Chatra|Kacha|Moktama|825401
Chatra|Chatra|Kadle|Baraini|825401
Chatra|Chatra|Kaltikar|Tikar|825401
Chatra|Chatra|Kalyan Khap|Dewaria|825401
Chatra|Chatra|Kamat|Dariatu|825401
Chatra|Chatra|Kamta Khurd|Dariatu|825401
Chatra|Chatra|Kanaudi|Lem|825401
Chatra|Chatra|Kanrlaga|Damdoiya|825401
Chatra|Chatra|Kargu|Baraini|825401
Chatra|Chatra|Karhima|Moktama|825401
Chatra|Chatra|Kari|Moktama|825401
Chatra|Chatra|Karma|Paradih|825401
Chatra|Chatra|Karmatanr|Ara|825401
Chatra|Chatra|Kasiadih|Godhai|825401
Chatra|Chatra|Kathaun|Sikid|825401
Chatra|Chatra|Kathautia|Paradih|825401
Chatra|Chatra|Khap|Godhai|825401
Chatra|Chatra|Kharib|Dariatu|825401
Chatra|Chatra|Khuter|Baraini|825401
Chatra|Chatra|Koladih|Paradih|825401
Chatra|Chatra|Korcha|Brahmana|825401
Chatra|Chatra|Kuba|Sikid|825401
Chatra|Chatra|Kullu|Dewaria|825401
Chatra|Chatra|Lachhanpur|Jangi|825404
Chatra|Chatra|Lare|Sima|825401
Chatra|Chatra|Larkua|Paradih|825401
Chatra|Chatra|Latbed|Lem|825401
Chatra|Chatra|Lem|Lem|825401
Chatra|Chatra|Lipda|Dewaria|825401
Chatra|Chatra|Loagara|Gandharia|825404
Chatra|Chatra|Lupunga|Lem|825401
Chatra|Chatra|Lutu|Baraini|825401
Chatra|Chatra|Lutua|Moktama|N/A
Chatra|Chatra|Madankhap|Godhai|825401
Chatra|Chatra|Madhwakhap|Dariatu|825401
Chatra|Chatra|Mael Alias Sael|Baraini|825401
Chatra|Chatra|Mahapur Alias Baulia|Tikar|825401
Chatra|Chatra|Maktama|Moktama|825401
Chatra|Chatra|Malia|Brahmana|825401
Chatra|Chatra|Manatu|Godhai|N/A
Chatra|Chatra|Maramdiri|Lem|825401
Chatra|Chatra|Mardanpur|Ara|825401
Chatra|Chatra|Mayapur|Dariatu|825401
Chatra|Chatra|Misraul|Dewaria|825401
Chatra|Chatra|Mohanadih|Dewaria|825401
Chatra|Chatra|Nartama|Brahmana|825401
Chatra|Chatra|Nauakhap|Sima|N/A
Chatra|Chatra|Nawada|Baraini|825401
Chatra|Chatra|Nawadih|Baraini|825404
Chatra|Chatra|Obra|Tikar|825401
Chatra|Chatra|Pabo|Godhai|825401
Chatra|Chatra|Pachmahala|Bakchuma|825401
Chatra|Chatra|Pachmoh|Lem|N/A
Chatra|Chatra|Pakaria|Darha|825401
Chatra|Chatra|Panrepura|Jangi|N/A
Chatra|Chatra|Paradih|Paradih|825401
Chatra|Chatra|Parbat Alias Barahmana|Brahmana|825401
Chatra|Chatra|Pater|Baraini|825401
Chatra|Chatra|Pharenda|Godhai|825401
Chatra|Chatra|Pharendi|Godhai|825401
Chatra|Chatra|Pundri|Sima|825401
Chatra|Chatra|Raharbar|Sikid|N/A
Chatra|Chatra|Rajgurua|Sikid|825401
Chatra|Chatra|Raksi|Gandharia|825401
Chatra|Chatra|Ramna|Dewaria|825401
Chatra|Chatra|Rampur|Sima|825401
Chatra|Chatra|Ramtunda|Jangi|825404
Chatra|Chatra|Rangwara|Sima|825401
Chatra|Chatra|Rud Kalan|Ara|N/A
Chatra|Chatra|Rud Khurd|Ara|825401
Chatra|Chatra|Sajna|Paradih|825401
Chatra|Chatra|Salaia|Godhai|825401
Chatra|Chatra|Sanghra|Ara|825401
Chatra|Chatra|Sanghri|Sikid|825401
Chatra|Chatra|Saraia|Jangi|825404
Chatra|Chatra|Sared|Brahmana|825401
Chatra|Chatra|Satau|Lem|825401
Chatra|Chatra|Sehada|Darha|825401
Chatra|Chatra|Sel|Darha|825401
Chatra|Chatra|Semaria|Sima|N/A
Chatra|Chatra|Senduari|Godhai|825401
Chatra|Chatra|Sesang|Dewaria|825408
Chatra|Chatra|Shekhpur|Gandharia|N/A
Chatra|Chatra|Sherpur|Sikid|825401
Chatra|Chatra|Sijua|Baraini|825401
Chatra|Chatra|Sikid|Bengo Kala|825401
Chatra|Chatra|Sinduari|Sikid|825401
Chatra|Chatra|Singhpur|Lem|825401
Chatra|Chatra|Siram|Brahmana|825401
Chatra|Chatra|Siwan|Sima|825401
Chatra|Chatra|Sonbigha|Ara|825401
Chatra|Chatra|Sonpur|Sima|825401
Chatra|Chatra|Suraj|Paradih|825401
Chatra|Chatra|Sustra|Sima|825401
Chatra|Chatra|Tapej|Dewaria|825401
Chatra|Chatra|Tarob|Moktama|825401
Chatra|Chatra|Telia Loagara|Dariatu|825401
Chatra|Chatra|Tikar|Tikar|825401
Chatra|Chatra|Tikulia|Sima|825401
Chatra|Chatra|Tilaia|Baraini|825401
Chatra|Chatra|Tunrag|Dewaria|825401
Chatra|Chatra|Turi|Lem|825401
Chatra|Chatra|Unta|Gandharia|825404
Chatra|Gidhaur|Amin|Barisakhi|825408
Chatra|Gidhaur|Bain|Bariatu|825408
Chatra|Gidhaur|Baluri Baksi|Pahra|825408
Chatra|Gidhaur|Bariatu|Bariatu|825408
Chatra|Gidhaur|Barisakhi|Barisakhi|825408
Chatra|Gidhaur|Barta|Pahra|825408
Chatra|Gidhaur|Bisnapur|Pahra|825408
Chatra|Gidhaur|Chiraiya|Bariatu|825408
Chatra|Gidhaur|Darhua|Barisakhi|825408
Chatra|Gidhaur|Duari|Dwari|825408
Chatra|Gidhaur|Gangpur|Bariatu|825408
Chatra|Gidhaur|Garke|Manjhganwa|825408
Chatra|Gidhaur|Gidhaur|Gidhour|825408
Chatra|Gidhaur|Humadhaki|Bariatu|825408
Chatra|Gidhaur|Ichak|Bariatu|825408
Chatra|Gidhaur|Jamua|Bariatu|825408
Chatra|Gidhaur|Jokahi|Dwari|825408
Chatra|Gidhaur|Katghara|Gidhour|825408
Chatra|Gidhaur|Kendua|Pahra|825408
Chatra|Gidhaur|Khalari|Pahra|825408
Chatra|Gidhaur|Kirkira|Pahra|825408
Chatra|Gidhaur|Kurkuta|Barisakhi|825408
Chatra|Gidhaur|Labani|Pahra|825408
Chatra|Gidhaur|Lohri|Bariatu|825408
Chatra|Gidhaur|Majhgaon|Manjhganwa|825408
Chatra|Gidhaur|Marangi|Pahra|825408
Chatra|Gidhaur|Nayakhap|Barisakhi|825408
Chatra|Gidhaur|Obridih|Dwari|825408
Chatra|Gidhaur|Pahara|Pahra|825408
Chatra|Gidhaur|Peksa|Barisakhi|825408
Chatra|Gidhaur|Pindarkom|Manjhganwa|825408
Chatra|Gidhaur|Rohmar|Pahra|825408
Chatra|Gidhaur|Rupin|Barisakhi|825408
Chatra|Gidhaur|Salga|Gidhour|825408
Chatra|Gidhaur|Sinduari Kalan|Manjhganwa|825408
Chatra|Gidhaur|Sinduarikhurd|Manjhganwa|825408
Chatra|Gidhaur|Sindurve|Pahra|825408
Chatra|Gidhaur|Talaia Aliastiletanr|Dwari|825408
Chatra|Itkhori|Ambatari|Nawada|N/A
Chatra|Itkhori|Anup Chak|Shaharjam|825408
Chatra|Itkhori|Asarhia|Shaharjam|825408
Chatra|Itkhori|Bagmundi|Karni|825408
Chatra|Itkhori|Bahera Chak|Koni|N/A
Chatra|Itkhori|Baiddaharbhanga|Koni|N/A
Chatra|Itkhori|Bakcho|Malakpur|825408
Chatra|Itkhori|Balgudar|Malakpur|825408
Chatra|Itkhori|Balia|Dhuna|825408
Chatra|Itkhori|Bamandiha|Karni|825408
Chatra|Itkhori|Bana Chak|Parsauni|825408
Chatra|Itkhori|Banajang|Malakpur|825408
Chatra|Itkhori|Banruwahi|Nawada|825408
Chatra|Itkhori|Banthu|Koni|825408
Chatra|Itkhori|Bara|Shaharjam|825408
Chatra|Itkhori|Barai Chak|Malakpur|825408
Chatra|Itkhori|Bargaon|Malakpur|825408
Chatra|Itkhori|Bela|Mayurhand|825408
Chatra|Itkhori|Belgara|Koni|825408
Chatra|Itkhori|Belhari|Halmata|825408
Chatra|Itkhori|Bhaduli|Itkhori|N/A
Chatra|Itkhori|Bhagwanpur|Nawada|825408
Chatra|Itkhori|Bherwa|Nawada|825408
Chatra|Itkhori|Bhurkunda|Tonatanr|825408
Chatra|Itkhori|Bidhichakaliasmurar Chak|Koni|N/A
Chatra|Itkhori|Bihari|Malakpur|N/A
Chatra|Itkhori|Bisnapur|Shaharjam|825408
Chatra|Itkhori|Bonga|Karni|825408
Chatra|Itkhori|Chakarwar|Tonatanr|825408
Chatra|Itkhori|Chorkari|Karni|825408
Chatra|Itkhori|Dambhadih|Nawada|825408
Chatra|Itkhori|Danout|Koni|N/A
Chatra|Itkhori|Dariapur|Nawada|825408
Chatra|Itkhori|Dhankheri|Dhankheri|825408
Chatra|Itkhori|Dhanras|Nawada|825408
Chatra|Itkhori|Dharampur|Nawada|N/A
Chatra|Itkhori|Dharpur|Parsauni|825408
Chatra|Itkhori|Dhuna|Dhuna|825408
Chatra|Itkhori|Dundi|Malakpur|825408
Chatra|Itkhori|Gandharab Chak|Parsauni|825408
Chatra|Itkhori|Goriatanr|Itkhori|N/A
Chatra|Itkhori|Gosaindih|Parsauni|825408
Chatra|Itkhori|Gosi|Malakpur|825408
Chatra|Itkhori|Guli|Pitij|825408
Chatra|Itkhori|Halmata|Halmata|825408
Chatra|Itkhori|Hardia|Koni|825408
Chatra|Itkhori|Hurbia|Malakpur|825408
Chatra|Itkhori|Hurnali|Pitij|825408
Chatra|Itkhori|Irki|Dhuna|825408
Chatra|Itkhori|Itkhori|Dhuna|825408
Chatra|Itkhori|Itkhori Chatti|Tonatanr|825408
Chatra|Itkhori|Jaber|Koni|825408
Chatra|Itkhori|Jaganbigha|Malakpur|N/A
Chatra|Itkhori|Jagdispur|Karni|825408
Chatra|Itkhori|Jakhanr|Nawada|825408
Chatra|Itkhori|Jaspur|Halmata|N/A
Chatra|Itkhori|Jhakra|Dhuna|825408
Chatra|Itkhori|Joridih Alias Sompura|Parsauni|825408
Chatra|Itkhori|Jugudih|Halmata|825408
Chatra|Itkhori|Kaleanpur|Dhankheri|825408
Chatra|Itkhori|Kanaudi|Dhankheri|825408
Chatra|Itkhori|Kanjia|Nawada|825408
Chatra|Itkhori|Kantahi Chak|Parsauni|825408
Chatra|Itkhori|Karma Kalan|Malakpur|825408
Chatra|Itkhori|Karma Khurd|Malakpur|825408
Chatra|Itkhori|Karni|Karni|825408
Chatra|Itkhori|Katua|Dhuna|825408
Chatra|Itkhori|Keala|Halmata|825408
Chatra|Itkhori|Kemo|Malakpur|825408
Chatra|Itkhori|Kendua|Koni|825408
Chatra|Itkhori|Kharaundha|Karni|825408
Chatra|Itkhori|Kharouni|Dhuna|825408
Chatra|Itkhori|Khaura Kalan|Malakpur|825408
Chatra|Itkhori|Khaura Khurd|Malakpur|825408
Chatra|Itkhori|Koenra|Nawada|825408
Chatra|Itkhori|Koni|Koni|825408
Chatra|Itkhori|Koniwan|Malakpur|N/A
Chatra|Itkhori|Kumhari|Kadganwa Kala|825408
Chatra|Itkhori|Kurjun|Parsauni|825408
Chatra|Itkhori|Lemodih|Halmata|825408
Chatra|Itkhori|Lita|Parsauni|825408
Chatra|Itkhori|Lohargara|Karni|N/A
Chatra|Itkhori|Lohra|Koni|825408
Chatra|Itkhori|Loram|Malakpur|825408
Chatra|Itkhori|Madhopur|Tonatanr|825408
Chatra|Itkhori|Mahuda|Shaharjam|825408
Chatra|Itkhori|Majhaulia|Nawada|825408
Chatra|Itkhori|Majhgawan|Koni|825408
Chatra|Itkhori|Malakdiha|Nawada|825408
Chatra|Itkhori|Mandain|Nawada|825408
Chatra|Itkhori|Mani Chak|Parsauni|825408
Chatra|Itkhori|Marwa|Dhankheri|825408
Chatra|Itkhori|Mayapur|Halmata|N/A
Chatra|Itkhori|Mirza Chak|Koni|N/A
Chatra|Itkhori|Mogla|Dhuna|825408
Chatra|Itkhori|Molakpur|Malakpur|825408
Chatra|Itkhori|Murumdag|Halmata|825408
Chatra|Itkhori|Nagwa|Tonatanr|825408
Chatra|Itkhori|Narcha Khurd|Nawada|825408
Chatra|Itkhori|Narchakalan|Nawada|825408
Chatra|Itkhori|Nawada|Nawada|825408
Chatra|Itkhori|Nawadih|Nawada|825408
Chatra|Itkhori|Nazirganj|Malakpur|825408
Chatra|Itkhori|Pachmo|Koni|825408
Chatra|Itkhori|Pakaria|Soki|825408
Chatra|Itkhori|Pakaria Kalan|Koni|825408
Chatra|Itkhori|Pakaria Khurd|Koni|825408
Chatra|Itkhori|Panchmo|Karni|825408
Chatra|Itkhori|Pandey Khap|Koni|825408
Chatra|Itkhori|Paroka Kalan Alias Kuardih|Dhankheri|825408
Chatra|Itkhori|Paroka Khurd|Dhankheri|825408
Chatra|Itkhori|Parsauni|Dhankheri|825408
Chatra|Itkhori|Parwani|Koni|825408
Chatra|Itkhori|Patharia|Shaharjam|825408
Chatra|Itkhori|Phatik|Malakpur|N/A
Chatra|Itkhori|Pilij|Pitij|825408
Chatra|Itkhori|Pipra|Karni|825408
Chatra|Itkhori|Piprahi|Dhuna|825408
Chatra|Itkhori|Pirthipur|Tonatanr|825408
Chatra|Itkhori|Pitij|Pitij|825408
Chatra|Itkhori|Punaul|Koni|825408
Chatra|Itkhori|Raja Kendua|Koni|825408
Chatra|Itkhori|Raja Narcha|Nawada|825408
Chatra|Itkhori|Rajadaharbhanga|Koni|825408
Chatra|Itkhori|Rajbar|Halmata|825408
Chatra|Itkhori|Rajpur|Dhuna|825408
Chatra|Itkhori|Rajwar|Dhuna|825408
Chatra|Itkhori|Raksa|Dhuna|825408
Chatra|Itkhori|Raksi|Dhuna|825408
Chatra|Itkhori|Romi|Dhankheri|825408
Chatra|Itkhori|Saharjam|Shaharjam|825408
Chatra|Itkhori|Sahibara|Malakpur|N/A
Chatra|Itkhori|Salwe|Halmata|825408
Chatra|Itkhori|Sanrha|Malakpur|825408
Chatra|Itkhori|Semrahi|Parsauni|N/A
Chatra|Itkhori|Serad|Tonatanr|825408
Chatra|Itkhori|Silar|Dhuna|825408
Chatra|Itkhori|Singhnauli|Malakpur|N/A
Chatra|Itkhori|Siria|Shaharjam|825408
Chatra|Itkhori|Sirmatpur|Parsauni|825408
Chatra|Itkhori|Sonasemar|Dhuna|825408
Chatra|Itkhori|Sonia|Dhuna|825408
Chatra|Itkhori|Sonpura|Koni|825408
Chatra|Itkhori|Sorahkurwa|Malakpur|825408
Chatra|Itkhori|Suratpur|Nawada|825408
Chatra|Itkhori|Surheta|Halmata|825408
Chatra|Itkhori|Tetar Chak|Malakpur|825408
Chatra|Itkhori|Thawai|Malakpur|825408
Chatra|Itkhori|Tonatanr|Tonatanr|825408
Chatra|Itkhori|Tonataur|Tonatanr|825408
Chatra|Itkhori|Turki|Koni|N/A
Chatra|Kanha Chatti|Amkudar|Bengo Kala|825401
Chatra|Kanha Chatti|Armedag|Tulbul|825401
Chatra|Kanha Chatti|Arugara|Charu|825401
Chatra|Kanha Chatti|Bagchuma|Bakchuma|825401
Chatra|Kanha Chatti|Baidbigha|Madgada|825401
Chatra|Kanha Chatti|Bajra|Kaindinagar|825401
Chatra|Kanha Chatti|Bakoia|Charu|825401
Chatra|Kanha Chatti|Bamhana|Tulbul|N/A
Chatra|Kanha Chatti|Banda|Tulbul|825401
Chatra|Kanha Chatti|Baniabandh|Bengo Kala|825401
Chatra|Kanha Chatti|Barabagi|Bakchuma|825401
Chatra|Kanha Chatti|Barahpur|Bakchuma|N/A
Chatra|Kanha Chatti|Barwadih|Charu|825401
Chatra|Kanha Chatti|Barwar|Madgada|825401
Chatra|Kanha Chatti|Bedauli|Kaindinagar|825401
Chatra|Kanha Chatti|Bengo Khurd|Bengo Kala|825401
Chatra|Kanha Chatti|Bengokalan|Bengo Kala|825401
Chatra|Kanha Chatti|Bhadua|Madgada|825401
Chatra|Kanha Chatti|Bhagwanpur|Kolhaiya|825401
Chatra|Kanha Chatti|Bhang Kurkutta|Kolhaiya|825401
Chatra|Kanha Chatti|Bhataha|Chiridiri|825401
Chatra|Kanha Chatti|Bindhani|Madgada|825401
Chatra|Kanha Chatti|Birekhap|Bakchuma|825401
Chatra|Kanha Chatti|Birlutudag|Kolhaiya|825401
Chatra|Kanha Chatti|Bokhra|Bakchuma|825401
Chatra|Kanha Chatti|Burhigara|Rajpur|825401
Chatra|Kanha Chatti|Chainpur|Tikar|825401
Chatra|Kanha Chatti|Charitra|Bakchuma|825401
Chatra|Kanha Chatti|Charu|Charu|825401
Chatra|Kanha Chatti|Chheota|Kolhaiya|825401
Chatra|Kanha Chatti|Chikor|Madgada|825401
Chatra|Kanha Chatti|Chilhia|Tulbul|825401
Chatra|Kanha Chatti|Chiridiri|Chiridiri|825401
Chatra|Kanha Chatti|Chorat|Madgada|825401
Chatra|Kanha Chatti|Dangradih|Rajpur|825401
Chatra|Kanha Chatti|Daridag|Madgada|825401
Chatra|Kanha Chatti|Debra|Kolhaiya|825401
Chatra|Kanha Chatti|Deswaria|Tulbul|825401
Chatra|Kanha Chatti|Dhamdhamwa|Kolhaiya|825401
Chatra|Kanha Chatti|Dhebro|Jamri Bakaspura|825401
Chatra|Kanha Chatti|Doka|Tulbul|825401
Chatra|Kanha Chatti|Domragarha|Jamri Bakaspura|825401
Chatra|Kanha Chatti|Dulha|Charu|825401
Chatra|Kanha Chatti|Dumaria|Kolhaiya|825401
Chatra|Kanha Chatti|Dumri|Bakchuma|825401
Chatra|Kanha Chatti|Garia|Bengo Kala|825401
Chatra|Kanha Chatti|Geri|Kolhaiya|825401
Chatra|Kanha Chatti|Harhad|Madgada|825401
Chatra|Kanha Chatti|Hauag|Jamri Bakaspura|825401
Chatra|Kanha Chatti|Hemraluta|Kolhaiya|825401
