uttar pradesh|Sonbhadra|Dudhi|Adhavra|Sirsoti|Uttar Pradesh|231216|364 hectares
uttar pradesh|Sonbhadra|Dudhi|Adhoura|Satabahani|Uttar Pradesh|N/A|237.77 hectares
uttar pradesh|Sonbhadra|Dudhi|Ahir Burawa|Ahir Burawa|Uttar Pradesh|N/A|348.57 hectares
uttar pradesh|Sonbhadra|Dudhi|Ajangira|Devhar Purab|Uttar Pradesh|231212|88 hectares
uttar pradesh|Sonbhadra|Dudhi|Amawar|Amawar|Uttar Pradesh|N/A|616.87 hectares
uttar pradesh|Sonbhadra|Dudhi|Anjani|Anjani|Uttar Pradesh|N/A|1404.33 hectares
uttar pradesh|Sonbhadra|Dudhi|Araghat|Araghat|Uttar Pradesh|N/A|502.25 hectares
uttar pradesh|Sonbhadra|Dudhi|Arangpani|Arangpani|Uttar Pradesh|231308|336.43 hectares
uttar pradesh|Sonbhadra|Dudhi|Asandih|Asandih|Uttar Pradesh|231208|291.21 hectares
uttar pradesh|Sonbhadra|Dudhi|Asanhar|Pati|Uttar Pradesh|N/A|2540.28 hectares
uttar pradesh|Sonbhadra|Dudhi|Ashanahar|Asanahar|Uttar Pradesh|231223|539.44 hectares
uttar pradesh|Sonbhadra|Dudhi|Aura Dand|Bodhadih|Uttar Pradesh|231208|895.33 hectares
uttar pradesh|Sonbhadra|Dudhi|Aurahawa|Kundadih|Uttar Pradesh|231208|38.57 hectares
uttar pradesh|Sonbhadra|Dudhi|Auri|Auri|Uttar Pradesh|N/A|1867 hectares
uttar pradesh|Sonbhadra|Dudhi|Babhan Diha|Babhan Diha|Uttar Pradesh|231221|741.62 hectares
uttar pradesh|Sonbhadra|Dudhi|Babhani|Babhani|Uttar Pradesh|231208|3625.9 hectares
uttar pradesh|Sonbhadra|Dudhi|Bachara|Bachara|Uttar Pradesh|N/A|244.6 hectares
uttar pradesh|Sonbhadra|Dudhi|Badura|Darihara|Uttar Pradesh|N/A|127.83 hectares
uttar pradesh|Sonbhadra|Dudhi|Baghamandawa|Lavband|Uttar Pradesh|N/A|102.31 hectares
uttar pradesh|Sonbhadra|Dudhi|Bagharu|Bagharu|Uttar Pradesh|231212|2634.3 hectares
uttar pradesh|Sonbhadra|Dudhi|Baghmandwa|Devari|Uttar Pradesh|231208|108.68 hectares
uttar pradesh|Sonbhadra|Dudhi|Bahera Dol|Chouna|Uttar Pradesh|231212|808.86 hectares
uttar pradesh|Sonbhadra|Dudhi|Baheradol|Dalapipar|Uttar Pradesh|N/A|777.26 hectares
uttar pradesh|Sonbhadra|Dudhi|Baina|Baina|Uttar Pradesh|N/A|946.11 hectares
uttar pradesh|Sonbhadra|Dudhi|Bairiya Khar|Maldewa|Uttar Pradesh|232221|190.86 hectares
uttar pradesh|Sonbhadra|Dudhi|Bairiya Khari|Ghiwahi|Uttar Pradesh|231208|45 hectares
uttar pradesh|Sonbhadra|Dudhi|Bairkhar|Bairkhar|Uttar Pradesh|232221|635.18 hectares
uttar pradesh|Sonbhadra|Dudhi|Bajiya|Bajiya|Uttar Pradesh|231208|443 hectares
uttar pradesh|Sonbhadra|Dudhi|Baliyari|Baliyari|Uttar Pradesh|231208|530.26 hectares
uttar pradesh|Sonbhadra|Dudhi|Banamahari|Banmahari|Uttar Pradesh|231208|436.02 hectares
uttar pradesh|Sonbhadra|Dudhi|Barah Pan|Madhuban|Uttar Pradesh|N/A|263 hectares
uttar pradesh|Sonbhadra|Dudhi|Baraidar|Maldewa|Uttar Pradesh|231208|198.9 hectares
uttar pradesh|Sonbhadra|Dudhi|Barawa Bhatwari|Chilkadand|Uttar Pradesh|N/A|5.09 hectares
uttar pradesh|Sonbhadra|Dudhi|Barawa Tola|Barvatola|Uttar Pradesh|231223|485.33 hectares
uttar pradesh|Sonbhadra|Dudhi|Barawatola|Barwatola|Uttar Pradesh|231231|279.68 hectares
uttar pradesh|Sonbhadra|Dudhi|Barawe|Barawe|Uttar Pradesh|N/A|209.21 hectares
uttar pradesh|Sonbhadra|Dudhi|Barkhohara|Barkhohara|Uttar Pradesh|232221|299.3 hectares
uttar pradesh|Sonbhadra|Dudhi|Barwani|Chanduyar|Uttar Pradesh|231220|21.71 hectares
uttar pradesh|Sonbhadra|Dudhi|Basi|Basi|Uttar Pradesh|N/A|427 hectares
uttar pradesh|Sonbhadra|Dudhi|Basin|Karahiya|Uttar Pradesh|231208|516.46 hectares
uttar pradesh|Sonbhadra|Dudhi|Basin Nawa Tola|Karahiya|Uttar Pradesh|231208|46.7 hectares
uttar pradesh|Sonbhadra|Dudhi|Belawadah|Belawadah|Uttar Pradesh|N/A|829.3 hectares
uttar pradesh|Sonbhadra|Dudhi|Belhatthi|Belhatthi|Uttar Pradesh|N/A|4930.35 hectares
uttar pradesh|Sonbhadra|Dudhi|Bhairwa|Mishra|Uttar Pradesh|N/A|445.96 hectares
uttar pradesh|Sonbhadra|Dudhi|Bhal Pahari|Bhal Pahari|Uttar Pradesh|N/A|97.88 hectares
uttar pradesh|Sonbhadra|Dudhi|Bhaluhi|Babhan Diha|Uttar Pradesh|231212|171.63 hectares
uttar pradesh|Sonbhadra|Dudhi|Bhawar|Bhawar|Uttar Pradesh|N/A|596.3 hectares
uttar pradesh|Sonbhadra|Dudhi|Bhisur|Bhisur|Uttar Pradesh|N/A|568.82 hectares
uttar pradesh|Sonbhadra|Dudhi|Bichhi|Gariya|Uttar Pradesh|N/A|241.38 hectares
uttar pradesh|Sonbhadra|Dudhi|Bichhiyari|Dumarahar|Uttar Pradesh|231223|460.4 hectares
